ip;domain;weight;url;file_hash;file_name;http_referrer;http_user_agent;description
235.27.15.229;;15;;;;;;Some IP description
;;26;;1ee58755a8d2b5b474393e029baa5e00;aifoemqy.dll;;;Some file description
197.58.118.177;;2;;;;;;Some IP description
;xanqu.com;83;;;;;;Some domain description
;;61;https://cxtulj.com/ebfyt;;;;;Some URL description
;;63;https://xrtgpr.com/lmocf;;;;;Some URL description
;avdwzb.com;36;;;;;;Some domain description
;;2;;5185e2f2b73209447d23e7b0fe4482e3;gsqkafga.exe;;;Some file description
;;64;https://gppeqo.com/yizni;;;;;Some URL description
;;19;;456ed74e19fb2ed2079a5bd7f5116b23;iumqqbwf.exe;;;Some file description
;;96;https://ihnucjtk.com/uzjqn;;;;;Some URL description
;;3;;b53a9e387729f5927ab093fc76947834;lrubmnfd.pdf;;;Some file description
;xpcdwl.com;88;;;;;;Some domain description
;nnygt.com;54;;;;;;Some domain description
;;9;https://gdqofbkio.com/soaut;;;;;Some URL description
215.184.254.37;;83;;;;;;Some IP description
;;66;https://wwvwux.com/ayvwe;;;;;Some URL description
;jdpcibbed.com;46;;;;;;Some domain description
;;17;https://ncnpvn.com/tmaaq;;;;;Some URL description
;;45;https://sxyyo.com/tvtah;;;;;Some URL description
;eejghun.com;17;;;;;;Some domain description
247.3.14.114;;65;;;;;;Some IP description
;;62;https://sagzgmxn.com/ogtyg;;;;;Some URL description
6.28.92.211;;54;;;;;;Some IP description
;dwunzdjufk.com;45;;;;;;Some domain description
;;95;;a71db3e9c07585d8838f1135c1306f4e;pcaqasct.dll;;;Some file description
;;25;;5bb7a9ea90e81820593fa49feb80f2b1;cwtqnqlr.txt;;;Some file description
;;66;;ed13d18164e1681f5b21343c61e1cdb9;hejyuzdo.pdf;;;Some file description
;;84;https://cowmbfc.com/ssjob;;;;;Some URL description
;vpkadvi.com;2;;;;;;Some domain description
;;55;;ffebc82e4baccfd7e451619998682591;rnyqmulp.pdf;;;Some file description
;;57;https://wythz.com/oylik;;;;;Some URL description
;;70;https://pffdjnaynq.com/dwspk;;;;;Some URL description
;;13;https://vjdmp.com/ypqkr;;;;;Some URL description
210.104.248.99;;60;;;;;;Some IP description
;;69;https://cxaefq.com/tqdtm;;;;;Some URL description
;;97;https://rvomnkf.com/hworp;;;;;Some URL description
;;49;;12a85754c3f8dab0fc3fc9e9e1388129;elomdrgm.pdf;;;Some file description
;emnzrtgd.com;2;;;;;;Some domain description
;;11;https://tlgxisu.com/yziyv;;;;;Some URL description
;;16;;facf9ff7819c99790e01ab3c4fb4e860;fdzjosvj.pdf;;;Some file description
;itmsns.com;71;;;;;;Some domain description
;hkwvmcln.com;96;;;;;;Some domain description
;qblgniig.com;87;;;;;;Some domain description
;;15;https://okfehtpxpt.com/hdqvg;;;;;Some URL description
;ajjekqw.com;37;;;;;;Some domain description
;;1;https://ksbeux.com/msisz;;;;;Some URL description
198.214.237.23;;97;;;;;;Some IP description
;yikuhgc.com;61;;;;;;Some domain description
;;60;https://jhmdbtvbkj.com/vzhpr;;;;;Some URL description
;ijjmoch.com;28;;;;;;Some domain description
;;44;;c53f8f809c40913162fb09fe9aa78968;calnbenu.exe;;;Some file description
;;7;https://ohtmjzvn.com/vrxlh;;;;;Some URL description
;;17;;5e6464ecbf575e8fdec345f32216f71f;lsyrtliy.pdf;;;Some file description
;;7;;8d5d6e307a9a13c6961bc7209c99006f;wshubfkf.exe;;;Some file description
;;22;;b5aa3508e65007ccdee6f0d8d05e67ab;xtpfhilx.exe;;;Some file description
;uroxlmtslm.com;51;;;;;;Some domain description
144.219.73.117;;43;;;;;;Some IP description
;;89;https://xaqdmcurn.com/pwtyg;;;;;Some URL description
;vnfudpxg.com;97;;;;;;Some domain description
0.211.174.138;;48;;;;;;Some IP description
;pyshbvnj.com;60;;;;;;Some domain description
76.255.170.153;;5;;;;;;Some IP description
35.141.131.86;;77;;;;;;Some IP description
;;6;;7715b9c14b12279b10df0254e728874c;qgnmfsgg.dll;;;Some file description
;grzpmm.com;34;;;;;;Some domain description
;;46;https://fuqycuw.com/euttd;;;;;Some URL description
;;26;;5d48fc99885fc172c219bc88abe04355;cwplwpyh.txt;;;Some file description
;;83;https://jydpqq.com/geisl;;;;;Some URL description
;;98;https://yqinht.com/jwxuh;;;;;Some URL description
30.90.21.253;;29;;;;;;Some IP description
142.41.254.23;;71;;;;;;Some IP description
;;50;https://cstfwuwea.com/rdwei;;;;;Some URL description
;;4;;5418ab4298b5473085fa58c05836e7b5;dwqrwwac.exe;;;Some file description
;;75;https://okshvfeot.com/zdtql;;;;;Some URL description
;;58;;4ad4c6f7f559eb8b80e088e9c9d9ba8c;ftownpaw.pdf;;;Some file description
;dvhpn.com;80;;;;;;Some domain description
;;93;;42baa958c5913a6cc84e10d4eb40d57a;kddcxmyp.txt;;;Some file description
;;35;;90ce239dba493ee958b88766603ca628;bxlbsiie.txt;;;Some file description
;zxslhpmds.com;91;;;;;;Some domain description
;;11;https://vbqpmmi.com/uxufm;;;;;Some URL description
;;71;https://lggncvlxwc.com/rmprw;;;;;Some URL description
93.224.136.48;;92;;;;;;Some IP description
;wjpqlej.com;22;;;;;;Some domain description
;cnocxanfz.com;84;;;;;;Some domain description
;dyeghsj.com;24;;;;;;Some domain description
;enlyncuk.com;24;;;;;;Some domain description
;eovugqw.com;61;;;;;;Some domain description
;;75;https://rxfarwcs.com/ckvmj;;;;;Some URL description
;vlndmxtbnv.com;72;;;;;;Some domain description
94.114.34.78;;45;;;;;;Some IP description
;;30;https://bscmpxkeqz.com/zwhim;;;;;Some URL description
;;94;https://acqbfu.com/nkwse;;;;;Some URL description
;;34;;1ef4a55caa1d9c4e6855b89c67a9cf71;tohraxzl.pdf;;;Some file description
;yhdtkpr.com;60;;;;;;Some domain description
2.101.111.61;;85;;;;;;Some IP description
;giyenjtjo.com;46;;;;;;Some domain description
;;54;;f6875faf5357b173bf100512c97d1344;lpbttvnx.dll;;;Some file description
;;10;;1eba8f5d439a97c62e7804d514792646;zscqfspk.dll;;;Some file description
;zmyhnixu.com;30;;;;;;Some domain description
;;41;;6bb633b2555691ce6e89488ca4fc9db3;obsilcpv.dll;;;Some file description
;;98;;a4b18da678c94840723c340c52a5e8b7;uiesxiak.pdf;;;Some file description
68.83.226.63;;63;;;;;;Some IP description
;dkljdkc.com;64;;;;;;Some domain description
;;46;https://nmqzb.com/tipbt;;;;;Some URL description
;;15;;1fe6cd22bd052454a7c5ea088d6baf68;ptgherwm.exe;;;Some file description
;;97;https://rfxsveb.com/eevws;;;;;Some URL description
;;94;;fdf41f4bfa44ba4e615adca00ac17773;dyesrvlv.txt;;;Some file description
;xqmjg.com;32;;;;;;Some domain description
;;14;;1a8dc378a9e2e3169bf897fc6cf007db;mlhepash.exe;;;Some file description
58.85.127.60;;60;;;;;;Some IP description
;;54;;2d4d273d6d973c1aec4a9d89b164d1ef;yltxkyng.dll;;;Some file description
;ypciwzken.com;5;;;;;;Some domain description
230.9.247.119;;56;;;;;;Some IP description
171.181.42.208;;47;;;;;;Some IP description
;;36;;9bb9612e74c2f5ed19493c88cb17bcc7;vtufqsde.pdf;;;Some file description
;szpdmf.com;36;;;;;;Some domain description
;;100;;337e4ac9902a97618a2f55d1b2454498;ggabtxxw.exe;;;Some file description
;rkxmicw.com;18;;;;;;Some domain description
;;42;https://dstlicb.com/htwnr;;;;;Some URL description
;xgtgocjie.com;81;;;;;;Some domain description
;;35;;5290832064f7ed126f8f97a48d2fb04c;kvtpjinf.pdf;;;Some file description
;wcoge.com;57;;;;;;Some domain description
;gxolglcs.com;77;;;;;;Some domain description
187.250.45.114;;91;;;;;;Some IP description
;;84;https://svrxz.com/ajksg;;;;;Some URL description
;;25;https://quuumhaoy.com/ijvkl;;;;;Some URL description
;;10;https://qvubdaqtnh.com/sszia;;;;;Some URL description
;;74;;40a88bc4f1557bc32fefb74033a5200f;tcpbjvcv.txt;;;Some file description
;jkgjwfin.com;1;;;;;;Some domain description
109.211.254.108;;70;;;;;;Some IP description
;;65;https://qoatlvlou.com/nbldx;;;;;Some URL description
;;7;https://mbqsinjc.com/sdwks;;;;;Some URL description
;;57;https://xmxcvfxi.com/ekgrl;;;;;Some URL description
247.195.210.38;;37;;;;;;Some IP description
;;96;https://rvkhvddh.com/szdfu;;;;;Some URL description
;;4;;624ae0f82ccc698de62ce00fbf47803f;fayqsdzu.exe;;;Some file description
145.130.23.182;;29;;;;;;Some IP description
;;26;;ce479855a17c7fb667518d51880afbe6;jaqlfvbk.dll;;;Some file description
;;44;https://gcxjyonawq.com/rrzsi;;;;;Some URL description
134.205.112.47;;26;;;;;;Some IP description
42.129.253.193;;83;;;;;;Some IP description
230.9.166.82;;72;;;;;;Some IP description
;;65;https://koxeubop.com/otcmu;;;;;Some URL description
67.154.133.163;;48;;;;;;Some IP description
145.90.59.239;;70;;;;;;Some IP description
13.54.115.217;;90;;;;;;Some IP description
;;52;https://vtlwpn.com/iuxjk;;;;;Some URL description
155.106.117.158;;34;;;;;;Some IP description
;;32;https://cwfnv.com/tfbwi;;;;;Some URL description
;;10;;5c44e9a0b853539b59664d33dfac52b5;gpcmmtuq.exe;;;Some file description
;;32;;fbe3a903b23084253316f85ca719acc8;gnrpeiey.txt;;;Some file description
151.117.227.168;;27;;;;;;Some IP description
;ykbalipzgi.com;14;;;;;;Some domain description
;;58;;91e8e1bd1e7887314e2bc242e408e1ea;eydfngwh.exe;;;Some file description
104.241.232.49;;87;;;;;;Some IP description
;;14;https://dhiecsk.com/nijrn;;;;;Some URL description
31.132.221.197;;41;;;;;;Some IP description
182.170.47.48;;59;;;;;;Some IP description
120.171.31.244;;84;;;;;;Some IP description
;;72;;b3ec2c4ec62e519625b54bec031be45b;igszknoa.pdf;;;Some file description
;ccdvgicl.com;22;;;;;;Some domain description
;yxfke.com;50;;;;;;Some domain description
119.126.39.200;;55;;;;;;Some IP description
;;27;;e8cc33aca9bb134965412464fc891bca;mnaeooje.txt;;;Some file description
193.228.52.215;;91;;;;;;Some IP description
;;92;;f93e712269d0a5f3436a379843ef0320;nemsgdot.dll;;;Some file description
;;48;https://lpuzzmjz.com/szvxk;;;;;Some URL description
;;12;https://mwawscbtfe.com/nklqn;;;;;Some URL description
;euiewwwf.com;25;;;;;;Some domain description
;;17;https://pfrofevvz.com/xthea;;;;;Some URL description
;;17;;0752d67bca645a11c0149d475c6826eb;ltmcbrrj.pdf;;;Some file description
;webuhzczgs.com;65;;;;;;Some domain description
;;65;https://mbhywqpm.com/yzxrv;;;;;Some URL description
164.189.27.57;;2;;;;;;Some IP description
91.223.121.7;;93;;;;;;Some IP description
223.95.215.2;;11;;;;;;Some IP description
95.119.225.79;;98;;;;;;Some IP description
;;21;https://pcmikrxc.com/pssvr;;;;;Some URL description
154.30.255.33;;94;;;;;;Some IP description
;;24;https://eknkroiov.com/cygys;;;;;Some URL description
;pjvamgrttm.com;44;;;;;;Some domain description
;;18;https://qqejhott.com/kgyqj;;;;;Some URL description
;;1;;0f89de072be26bbda4656fc5d0f508b4;cxdzjpox.dll;;;Some file description
117.206.98.66;;90;;;;;;Some IP description
;;83;;ffb1042625c80c80865eaab7e7266358;vtdivdca.dll;;;Some file description
;ibgdv.com;19;;;;;;Some domain description
;;42;https://caeofk.com/ccend;;;;;Some URL description
;rhlrck.com;91;;;;;;Some domain description
;gqtjlzjdeq.com;83;;;;;;Some domain description
;;45;https://hcpxeqqlyp.com/rnvrc;;;;;Some URL description
;;17;;5842ce16a92c8b81b2431610a1d0dfac;ayhgsisu.pdf;;;Some file description
;prmvjprywb.com;15;;;;;;Some domain description
;hujrd.com;62;;;;;;Some domain description
;;71;;bb837463a9c1d03d2e9410b59eaa8e58;eypehwbw.dll;;;Some file description
;;44;;0ffc95bf40043e5d8bf07b5ae909084b;gepchlnd.pdf;;;Some file description
;;61;https://yvihktz.com/fongl;;;;;Some URL description
;lnoesicm.com;33;;;;;;Some domain description
;;80;;6dd4dbf2b7baade050523d173b369b7e;xtvagbju.exe;;;Some file description
221.157.173.8;;49;;;;;;Some IP description
198.173.239.74;;38;;;;;;Some IP description
92.136.148.191;;42;;;;;;Some IP description
;qnhekgqckm.com;27;;;;;;Some domain description
;;41;https://ohmpqgw.com/fewxy;;;;;Some URL description
;zwztouph.com;40;;;;;;Some domain description
;;8;;21eefecf95147d070ea816314563e481;nuftemdq.txt;;;Some file description
;;68;https://emhaxkbeem.com/sxcpj;;;;;Some URL description
;ncxpesfpt.com;80;;;;;;Some domain description
;;54;;6e1c25b070bfc7388a9473af35ea808f;dxydjchm.exe;;;Some file description
;vrvvzxsux.com;57;;;;;;Some domain description
;;86;;0facc46162afe1c779018d4e7c58e1a7;mahodnmx.pdf;;;Some file description
;;23;https://ykujlgry.com/yjzpw;;;;;Some URL description
;;81;https://iizxxelo.com/bqwgh;;;;;Some URL description
74.214.225.212;;45;;;;;;Some IP description
190.23.164.178;;96;;;;;;Some IP description
;jnuuqh.com;88;;;;;;Some domain description
;nvetma.com;92;;;;;;Some domain description
;;1;https://awgtkfda.com/alryf;;;;;Some URL description
;;66;https://wwoglxp.com/zeiem;;;;;Some URL description
;;6;;808ed27db0cd2ce299eee594d80e6ba9;qtbohunn.txt;;;Some file description
;;48;https://ypoeq.com/ubheb;;;;;Some URL description
;;76;;c6d98552661110c5b319400299a85ffa;qkjwkxem.dll;;;Some file description
;;21;https://tjzkxafz.com/ekcbu;;;;;Some URL description
;trxsfe.com;91;;;;;;Some domain description
;nxjej.com;96;;;;;;Some domain description
;khkcyg.com;77;;;;;;Some domain description
16.16.37.139;;92;;;;;;Some IP description
;;86;https://tuzgnx.com/qnbbf;;;;;Some URL description
255.20.6.64;;17;;;;;;Some IP description
;kmlbozptay.com;56;;;;;;Some domain description
;tvpwwbj.com;49;;;;;;Some domain description
;;85;;bbf5f1189ebec3cdcb63bc003059dab3;zjzaznoy.pdf;;;Some file description
;weysln.com;45;;;;;;Some domain description
;;57;https://oawvkaiv.com/eymub;;;;;Some URL description
;tjhnbsbcfv.com;22;;;;;;Some domain description
;trvwkxfgj.com;17;;;;;;Some domain description
;;41;https://moxfgdrr.com/yiobj;;;;;Some URL description
;dcytee.com;46;;;;;;Some domain description
;;44;;a326174c1f377268ae4950615639fc01;zoaglayh.txt;;;Some file description
;;38;;eb4dd8c9fbc51a5a62346417e634b664;dtcjhezg.txt;;;Some file description
;;30;https://wscyqrfwz.com/eqlyx;;;;;Some URL description
;;87;;3e69bf3486ddad46a8838d9286bbf1d6;rmgbkoff.txt;;;Some file description
170.76.238.206;;74;;;;;;Some IP description
;;81;;a64d9ee08c756541781ffcf939587465;lnerzrkr.exe;;;Some file description
55.244.14.164;;4;;;;;;Some IP description
118.64.242.140;;62;;;;;;Some IP description
;;73;https://cdbgs.com/zyejy;;;;;Some URL description
;;88;https://vzhrrnczs.com/cyumn;;;;;Some URL description
;;34;;e36412e0deb03e2bec550877f41aeb2f;nuyjkjzw.exe;;;Some file description
;;45;;8ad8ed3b972897e7342798a10f4c3be6;vfjfbekq.txt;;;Some file description
;qqbwlo.com;37;;;;;;Some domain description
;;59;;10bdd2a3f1347cf1011e9c3da9e2b2af;eoedaqes.dll;;;Some file description
;;51;https://kllig.com/fzzwm;;;;;Some URL description
;;28;;beebe1c7dc3fd74fc48f7b096fba9f96;ixaqjhbx.txt;;;Some file description
;;47;https://lipmu.com/battg;;;;;Some URL description
;;80;https://bxqcwd.com/dzlyh;;;;;Some URL description
;jmtvln.com;52;;;;;;Some domain description
156.246.148.23;;4;;;;;;Some IP description
;mptses.com;1;;;;;;Some domain description
;kbzlo.com;9;;;;;;Some domain description
20.206.194.81;;4;;;;;;Some IP description
;;75;;6c996816f7dc57ff0b09af091d6f3da5;dipmfkue.txt;;;Some file description
160.88.235.252;;34;;;;;;Some IP description
;;80;https://enjjj.com/oozsh;;;;;Some URL description
;;62;;78eae6b02428945e7420a929e3e35659;uvzirwkh.dll;;;Some file description
;;44;https://cvgbjaap.com/qnrvu;;;;;Some URL description
153.236.89.49;;29;;;;;;Some IP description
58.65.80.42;;73;;;;;;Some IP description
174.246.157.85;;72;;;;;;Some IP description
;;92;;73f8a6db4098d4fce9dfa0be44a02280;nlvsgnsy.txt;;;Some file description
;qosmxj.com;53;;;;;;Some domain description
